address,suburb,price,weekly_rent,vacancy_rate,orientation,days_on_market
"1 NIBLICK AVE, ROSEVILLE, NSW",ROSEVILLE,960000.0,830.7692307692307,0.03,,1
"1 OWEN ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1360000.0,1176.923076923077,0.03,,1
"1 PARK AVE, ROSEVILLE, NSW",ROSEVILLE,4040000.0,3496.153846153846,0.03,,1
"1 PARKER ST, NORTHBRIDGE, NSW",NORTHBRIDGE,1225000.0,1060.0961538461538,0.03,,1
"1 PENDEY ST, WILLOUGHBY, NSW",WILLOUGHBY,700000.0,605.7692307692307,0.03,,1
"1 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,880000.0,761.5384615384615,0.03,,1
"1 RAEBURN AVE, CASTLECRAG, NSW",CASTLECRAG,980000.0,848.0769230769231,0.03,,1
"1 REMBRANDT DR, MIDDLE COVE, NSW",MIDDLE COVE,1731000.0,1497.9807692307693,0.03,,1
"1 ROSEVILLE AVE, ROSEVILLE, NSW",ROSEVILLE,3410000.0,2950.9615384615386,0.03,,1
"1 SAILORS BAY RD, WILLOUGHBY, NSW",WILLOUGHBY,985000.0,852.4038461538462,0.03,,1
"1 SCOTT CR, ROSEVILLE, NSW",ROSEVILLE,751500.0,650.3365384615385,0.03,,1
"1 SORTIE PORT, CASTLECRAG, NSW",CASTLECRAG,2460000.0,2128.846153846154,0.03,,1
"1 STANLEY ST, CHATSWOOD, NSW",CHATSWOOD,2300000.0,1990.384615384616,0.03,,1
"1 STRATHMORE PDE, ROSEVILLE, NSW",ROSEVILLE,1310000.0,1133.6538461538462,0.03,,1
"1 TELAK CL, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1400000.0,1211.5384615384614,0.03,,1
"1 TENILBA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,805000.0,696.6346153846154,0.03,,1
"1 THE BULWARK, CASTLECRAG, NSW",CASTLECRAG,1262500.0,1092.548076923077,0.03,,1
"1 THE KINGSWAY, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,1250000.0,1081.7307692307693,0.03,,1
"1 THE LEE, MIDDLE COVE, NSW",MIDDLE COVE,900000.0,778.8461538461538,0.03,,1
"1 THE TOR WALK, CASTLECRAG, NSW",CASTLECRAG,7080000.0,6126.923076923077,0.03,,1
"1 TOONGARAH RD, ROSEVILLE, NSW",ROSEVILLE,860000.0,744.2307692307693,0.03,,1
"1 TUNKS ST, NORTHBRIDGE, NSW",NORTHBRIDGE,4300000.0,3721.153846153846,0.03,,1
"1 VALLEY VIEW CL, ROSEVILLE, NSW",ROSEVILLE,1165000.0,1008.1730769230768,0.03,,1
"1 VICTORIA ST, ROSEVILLE, NSW",ROSEVILLE,2650000.0,2293.269230769231,0.03,,1
"1 WAIMEA RD, LINDFIELD, NSW",LINDFIELD,995000.0,861.0576923076923,0.03,,1
"1 WALTER ST, WILLOUGHBY, NSW",WILLOUGHBY,617000.0,533.9423076923077,0.03,,1
"1 WARD ST, WILLOUGHBY, NSW",WILLOUGHBY,2500000.0,2163.4615384615386,0.03,,1
"1 WEETALIBAH RD, NORTHBRIDGE, NSW",NORTHBRIDGE,990000.0,856.7307692307693,0.03,,1
"1 WILLIAM ST, ROSEVILLE, NSW",ROSEVILLE,940000.0,813.4615384615385,0.03,,1
"1 WILLIS RD, CASTLE COVE, NSW",CASTLE COVE,2080000.0,1800.0,0.03,,1
"1 WOONONA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2700000.0,2336.538461538461,0.03,,1
"1/1 CHURCH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,900000.0,778.8461538461538,0.03,,1
"1/1 CLANVILLE RD, ROSEVILLE, NSW",ROSEVILLE,1100000.0,951.9230769230768,0.03,,1
"1/1 PENKIVIL ST, WILLOUGHBY, NSW",WILLOUGHBY,1317000.0,1139.7115384615386,0.03,,1
"1/1 SIXTH MILE LN, ROSEVILLE, NSW",ROSEVILLE,865000.0,748.5576923076923,0.03,,1
"1/1 VICTORIA ST, ROSEVILLE, NSW",ROSEVILLE,1030000.0,891.3461538461538,0.03,,1
"1/10 NOLA RD, ROSEVILLE, NSW",ROSEVILLE,810000.0,700.9615384615385,0.03,,1
"1/108 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,800000.0,692.3076923076923,0.03,,1
"1/115 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,13365000.0,11565.865384615385,0.03,,1
"1/118 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,545000.0,471.63461538461536,0.03,,1
"1/12 NOLA RD, ROSEVILLE, NSW",ROSEVILLE,975000.0,843.75,0.03,,1
"1/120A SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1520000.0,1315.3846153846157,0.03,,1
"1/126 ARCHER ST, ROSEVILLE, NSW",ROSEVILLE,950000.0,822.1153846153846,0.03,,1
"1/128 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,480000.0,415.38461538461536,0.03,,1
"1/132 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,3050000.0,2639.423076923077,0.03,,1
"1/135 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1400000.0,1211.5384615384614,0.03,,1
"1/143 SYDNEY ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,510000.0,441.34615384615387,0.03,,1
"1/147 SYDNEY ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,122500.0,106.0096153846154,0.03,,1
"1/150 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,875000.0,757.2115384615385,0.03,,1
"1/154 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2007500.0,1737.2596153846157,0.03,,1
"1/155 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,650000.0,562.5,0.03,,1
"1/156 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,280000.0,242.30769230769232,0.03,,1
"1/159 EASTERN VALLEY WAY, MIDDLE COVE, NSW",MIDDLE COVE,750000.0,649.0384615384615,0.03,,1
"1/160 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,675000.0,584.1346153846154,0.03,,1
"1/166 MOWBRAY RD, WILLOUGHBY, NSW",WILLOUGHBY,382000.0,330.5769230769231,0.03,,1
"1/167 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,378500.0,327.5480769230769,0.03,,1
"1/17-25 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,895000.0,774.5192307692307,0.03,,1
"1/170 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,2921000.0,2527.788461538461,0.03,,1
"1/181-185 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,456000.0,394.61538461538464,0.03,,1
"1/183 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,869000.0,752.0192307692307,0.03,,1
"1/184 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,925000.0,800.4807692307693,0.03,,1
"1/19 FINDLAY AVE, ROSEVILLE, NSW",ROSEVILLE,992000.0,858.4615384615385,0.03,,1
"1/19 LARKIN ST, ROSEVILLE, NSW",ROSEVILLE,770000.0,666.3461538461538,0.03,,1
"1/19-21 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,668000.0,578.0769230769231,0.03,,1
"1/198 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,790000.0,683.6538461538462,0.03,,1
"1/2 ARMSTRONG ST, WILLOUGHBY, NSW",WILLOUGHBY,630000.0,545.1923076923077,0.03,,1
"1/2 ARMSTRONG ST, WILLOUHBY, NSW",WILLOUHBY,577500.0,499.75961538461536,0.03,,1
"1/2 FINDLAY AVE, ROSEVILLE, NSW",ROSEVILLE,905000.0,783.1730769230769,0.03,,1
"1/2 OLIVER RD, ROSEVILLE, NSW",ROSEVILLE,980000.0,848.0769230769231,0.03,,1
"1/2-4 CHURCH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,612000.0,529.6153846153846,0.03,,1
"1/20 BARCOO ST, ROSEVILLE, NSW",ROSEVILLE,2960000.0,2561.538461538461,0.03,,1
"1/214 SYDNEY ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,670000.0,579.8076923076923,0.03,,1
"1/22 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,825000.0,713.9423076923077,0.03,,1
"1/222 HIGH ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,820000.0,709.6153846153846,0.03,,1
"1/23A VICTORIA AVE, MIDDLE COVE, NSW",MIDDLE COVE,1765000.0,1527.4038461538462,0.03,,1
"1/240 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,645000.0,558.1730769230769,0.03,,1
"1/266 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,575000.0,497.59615384615387,0.03,,1
"1/27-33 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,600000.0,519.2307692307693,0.03,,1
"1/270 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,705000.0,610.0961538461538,0.03,,1
"1/271 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,660000.0,571.1538461538462,0.03,,1
"1/272 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,380000.0,328.84615384615387,0.03,,1
"1/276 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,473000.0,409.3269230769231,0.03,,1
"1/282 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,955000.0,826.4423076923077,0.03,,1
"1/293-297 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,750000.0,649.0384615384615,0.03,,1
"1/2A SHIRLEY RD, ROSEVILLE, NSW",ROSEVILLE,610000.0,527.8846153846154,0.03,,1
"1/3 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,345000.0,298.5576923076923,0.03,,1
"1/3 THE POSTERN, CASTLECRAG, NSW",CASTLECRAG,1415000.0,1224.5192307692307,0.03,,1
"1/3 VICTORIA ST, ROSEVILLE, NSW",ROSEVILLE,1020000.0,882.6923076923077,0.03,,1
"1/32-40 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,669000.0,578.9423076923077,0.03,,1
"1/355 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,450000.0,389.4230769230769,0.03,,1
"1/39 FRENCHS RD, WILLOUGHBY, NSW",WILLOUGHBY,400500.0,346.58653846153845,0.03,,1
"1/4 MACLAURIN PDE, ROSEVILLE, NSW",ROSEVILLE,462500.0,400.24038461538464,0.03,,1
"1/4 MOORE ST, ROSEVILLE, NSW",ROSEVILLE,1200000.0,1038.4615384615386,0.03,,1
"1/40 REMUERA ST, WILLOUGHBY, NSW",WILLOUGHBY,790000.0,683.6538461538462,0.03,,1
"1/41 FRENCHS RD, WILLOUGHBY, NSW",WILLOUGHBY,635000.0,549.5192307692307,0.03,,1
"1/47 COOLAWIN RD, NORTHBRIDGE, NSW",NORTHBRIDGE,4200000.0,3634.6153846153848,0.03,,1
"1/473-477 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,794000.0,687.1153846153846,0.03,,1
"1/49 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,975000.0,843.75,0.03,,1
"1/5 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,1025000.0,887.0192307692307,0.03,,1
"1/55 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,397500.0,343.99038461538464,0.03,,1
"1/55 PARK AVE, ROSEVILLE, NSW",ROSEVILLE,1660000.0,1436.5384615384614,0.03,,1
"1/56-58 FRENCHS RD, WILLOUGHBY, NSW",WILLOUGHBY,600000.0,519.2307692307693,0.03,,1
"1/587-589 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,387500.0,335.33653846153845,0.03,,1
"1/654 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,475000.0,411.0576923076923,0.03,,1
"1/68 TULLOH ST, WILLOUGHBY, NSW",WILLOUGHBY,1500000.0,1298.076923076923,0.03,,1
"1/680 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,995000.0,861.0576923076923,0.03,,1
"1/684 WILLOUGHBY RD, WILLOUGHBY, NSW",WILLOUGHBY,695000.0,601.4423076923077,0.03,,1
"1/7 NOLA RD, ROSEVILLE, NSW",ROSEVILLE,1380000.0,1194.2307692307693,0.03,,1
"1/7 VICTORIA ST, ROSEVILLE, NSW",ROSEVILLE,940000.0,813.4615384615385,0.03,,1
"1/7 WEETALIBAH RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2700000.0,2336.538461538461,0.03,,1
"1/76-80 EDINBURGH RD, WILLOUGHBY, NSW",WILLOUGHBY,700000.0,605.7692307692307,0.03,,1
"1/8 EASTERN VALLEY WAY, NORTHBRIDGE, NSW",NORTHBRIDGE,740000.0,640.3846153846154,0.03,,1
"1/8 LARKIN ST, ROSEVILLE, NSW",ROSEVILLE,630000.0,545.1923076923077,0.03,,1
"1/89 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,533125.0,461.3581730769231,0.03,,1
"1/9 KINGS AVE, ROSEVILLE, NSW",ROSEVILLE,739000.0,639.5192307692307,0.03,,1
"1/9 VICTORIA ST, ROSEVILLE, NSW",ROSEVILLE,940000.0,813.4615384615385,0.03,,1
"1/95 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,435000.0,376.4423076923077,0.03,,1
"10 ALEXANDER AVE, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,2740000.0,2371.153846153846,0.03,,1
"10 ALLAMBIE RD, CASTLE COVE, NSW",CASTLE COVE,1380000.0,1194.2307692307693,0.03,,1
"10 ALLARD AVE, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,933000.0,807.4038461538462,0.03,,1
"10 AUBREY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1900000.0,1644.2307692307693,0.03,,1
"10 BANCROFT AVE, ROSEVILLE, NSW",ROSEVILLE,1952500.0,1689.6634615384614,0.03,,1
"10 BARINGA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,5200000.0,4500.0,0.03,,1
"10 BEDFORD ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,2560000.0,2215.3846153846152,0.03,,1
"10 BELGIUM AVE, ROSEVILLE, NSW",ROSEVILLE,2320000.0,2007.692307692308,0.03,,1
"10 BLIGH ST, NORTHBRIDGE, NSW",NORTHBRIDGE,1550000.0,1341.3461538461538,0.03,,1
"10 CHILTERN RD, WILLOUGHBY, NSW",WILLOUGHBY,830000.0,718.2692307692307,0.03,,1
"10 CHOWNE PL, MIDDLE COVE, NSW",MIDDLE COVE,1760000.0,1523.076923076923,0.03,,1
"10 CHOWNE PL, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,971000.0,840.2884615384615,0.03,,1
"10 CORONA AVE, ROSEVILLE, NSW",ROSEVILLE,1198000.0,1036.7307692307693,0.03,,1
"10 CRANBROOK AVE, ROSEVILLE, NSW",ROSEVILLE,2125000.0,1838.942307692308,0.03,,1
"10 DALKEITH ST, NORTHBRIDGE, NSW",NORTHBRIDGE,1555000.0,1345.673076923077,0.03,,1
"10 DUNTROON AVE, ROSEVILLE, NSW",ROSEVILLE,1970000.0,1704.8076923076924,0.03,,1
"10 ECHO ST, ROSEVILLE, NSW",ROSEVILLE,2385000.0,2063.942307692308,0.03,,1
"10 EDINBURGH RD, WILLOUGHBY, NSW",WILLOUGHBY,1590000.0,1375.9615384615386,0.03,,1
"10 EDNA ST, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1620000.0,1401.923076923077,0.03,,1
"10 FOUNDATION PL, WILLOUGHBY, NSW",WILLOUGHBY,1449000.0,1253.9423076923076,0.03,,1
"10 GARDEN PL, WILLOUGHBY, NSW",WILLOUGHBY,2498000.0,2161.730769230769,0.03,,1
"10 GERALD AVE, ROSEVILLE, NSW",ROSEVILLE,5650000.0,4889.423076923077,0.03,,1
"10 HEADLAND RD, CASTLE COVE, NSW",CASTLE COVE,953888.0,825.48,0.03,,1
"10 HOLLY ST, CASTLE COVE, NSW",CASTLE COVE,2200000.0,1903.8461538461536,0.03,,1
"10 HOLLYWOOD CR, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1201000.0,1039.326923076923,0.03,,1
"10 KAMERUKA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,2675000.0,2314.903846153846,0.03,,1
"10 KEARY ST, WILLOUGHBY, NSW",WILLOUGHBY,1375000.0,1189.9038461538462,0.03,,1
"10 KIMO ST, ROSEVILLE, NSW",ROSEVILLE,2050000.0,1774.0384615384614,0.03,,1
"10 KORINYA RD, CASTLE COVE, NSW",CASTLE COVE,200000.0,173.07692307692307,0.03,,1
"10 LINCOLN AVE, CASTLECRAG, NSW",CASTLECRAG,1285000.0,1112.0192307692307,0.03,,1
"10 LOCKLEY PDE, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,2160000.0,1869.2307692307693,0.03,,1
"10 LOORANA ST, ROSEVILLE CHASE, NSW",ROSEVILLE CHASE,2885000.0,2496.6346153846152,0.03,,1
"10 MALACOOTA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1131000.0,978.75,0.03,,1
"10 MARJORIE ST, ROSEVILLE, NSW",ROSEVILLE,1630000.0,1410.576923076923,0.03,,1
"10 MARLBOROUGH RD, WILLOUGHBY, NSW",WILLOUGHBY,1860000.0,1609.6153846153843,0.03,,1
"10 MATHESON AVE, CHATSWOOD, NSW",CHATSWOOD,1170000.0,1012.5,0.03,,1
"10 MCCLELLAND ST, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,985000.0,852.4038461538462,0.03,,1
"10 MEGALONG AVE, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,5225000.0,4521.634615384615,0.03,,1
"10 MOROTAI CR, CASTLECRAG, NSW",CASTLECRAG,1260000.0,1090.3846153846157,0.03,,1
"10 NARDOO RD, WILLOUGHBY, NSW",WILLOUGHBY,3115000.0,2695.673076923077,0.03,,1
"10 NAROOMA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1000000.0,865.3846153846154,0.03,,1
"10 NOONBINNA CR, NORTHBRIDGE, NSW",NORTHBRIDGE,1400000.0,1211.5384615384614,0.03,,1
"10 OAKVILLE RD, WILLOUGHBY, NSW",WILLOUGHBY,985000.0,852.4038461538462,0.03,,1
"10 PARK AVE, ROSEVILLE, NSW",ROSEVILLE,2680000.0,2319.230769230769,0.03,,1
"10 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,720000.0,623.0769230769231,0.03,,1
"10 POCKLEY AVE, ROSEVILLE, NSW",ROSEVILLE,1325000.0,1146.6346153846157,0.03,,1
"10 PYALLA ST, NORTHBRIDGE, NSW",NORTHBRIDGE,967500.0,837.2596153846154,0.03,,1
"10 RAEBURN AVE, CASTLECRAG, NSW",CASTLECRAG,920000.0,796.1538461538462,0.03,,1
"10 ROBERT ST, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1325000.0,1146.6346153846157,0.03,,1
"10 ROCKLEY ST, CASTLECRAG, NSW",CASTLECRAG,5500000.0,4759.615384615385,0.03,,1
"10 ROSANNA CL, WILLOUGHBY, NSW",WILLOUGHBY,2830000.0,2449.038461538461,0.03,,1
"10 SAILORS BAY RD, WILLOUGHBY, NSW",WILLOUGHBY,862000.0,745.9615384615385,0.03,,1
"10 SALISBURY RD, WILLOUGHBY, NSW",WILLOUGHBY,1470000.0,1272.1153846153843,0.03,,1
"10 SCOTT CR, ROSEVILLE, NSW",ROSEVILLE,870000.0,752.8846153846154,0.03,,1
"10 SORTIE PORT, CASTLECRAG, NSW",CASTLECRAG,1750000.0,1514.423076923077,0.03,,1
"10 STAN ST, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1207000.0,1044.5192307692307,0.03,,1
"10 STAN ST, WILLOUGHBY, NSW",WILLOUGHBY,760000.0,657.6923076923077,0.03,,1
"10 STRATHMORE PDE, ROSEVILLE, NSW",ROSEVILLE,125000.0,108.17307692307692,0.03,,1
"10 TELAK CL, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,1480000.0,1280.7692307692307,0.03,,1
"10 TELAK CL, WILLOUGHBY NORTH, NSW",WILLOUGHBY NORTH,11860000.0,10263.46153846154,0.03,,1
"10 THE SCARP, CASTLECRAG, NSW",CASTLECRAG,882000.0,763.2692307692307,0.03,,1
"10 TOONGARAH RD, ROSEVILLE, NSW",ROSEVILLE,1110000.0,960.5769230769232,0.03,,1
"10 TULLOH ST, WILLOUGHBY, NSW",WILLOUGHBY,840000.0,726.9230769230769,0.03,,1
"10 TUNKS ST, NORTHBRIDGE, NSW",NORTHBRIDGE,5200000.0,4500.0,0.03,,1
"10 VALLEY VIEW CL, ROSEVILLE, NSW",ROSEVILLE,1160000.0,1003.8461538461538,0.03,,1
"10 WARRANE RD, WILLOUGHBY EAST, NSW",WILLOUGHBY EAST,1192500.0,1031.9711538461538,0.03,,1
"10 WEEMALA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,215000.0,186.05769230769232,0.03,,1
"10 WEETAWAA RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1825000.0,1579.326923076923,0.03,,1
"10 WILLOWIE RD, CASTLE COVE, NSW",CASTLE COVE,6370000.0,5512.5,0.03,,1
"10 WYALONG ST, WILLOUGHBY, NSW",WILLOUGHBY,907000.0,784.9038461538462,0.03,,1
"10/1 PENKIVIL ST, WILLOUGHBY, NSW",WILLOUGHBY,1245000.0,1077.4038461538462,0.03,,1
"10/10 LARKIN ST, ROSEVILLE, NSW",ROSEVILLE,485000.0,419.71153846153845,0.03,,1
"10/122 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,315000.0,272.59615384615387,0.03,,1
"10/127 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,775000.0,670.6730769230769,0.03,,1
"10/133-137 SYDNEY ST, WILLOUGHBY, NSW",WILLOUGHBY,390000.0,337.5,0.03,,1
"10/135 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,1017000.0,880.0961538461538,0.03,,1
"10/154 SAILORS BAY RD, NORTHBRIDGE, NSW",NORTHBRIDGE,4260000.0,3686.538461538461,0.03,,1
"10/156 PENSHURST ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,556000.0,481.1538461538461,0.03,,1
"10/156-172 PENSHURST ST, WILLOUGHBY, NSW",WILLOUGHBY,390500.0,337.9326923076923,0.03,,1
"10/166 MOWBRAY RD, WILLOUGHBY, NSW",WILLOUGHBY,853000.0,738.1730769230769,0.03,,1
"10/167 PACIFIC HWY, ROSEVILLE, NSW",ROSEVILLE,1050000.0,908.6538461538462,0.03,,1
"10/17-25 BOUNDARY ST, ROSEVILLE, NSW",ROSEVILLE,700000.0,605.7692307692307,0.03,,1
"10/175 LOWER GIBBES ST, ROSEVILLE, NSW",ROSEVILLE,1001000.0,866.25,0.03,,1
"10/1A PENKIVIL ST, WILLOUGHBY, NSW",WILLOUGHBY,650000.0,562.5,0.03,,1
"10/20 BARCOO ST, ROSEVILLE, NSW",ROSEVILLE,500500.0,433.125,0.03,,1
"10/214 SYDNEY ST, NORTH WILLOUGHBY, NSW",NORTH WILLOUGHBY,685000.0,592.7884615384615,0.03,,1
